id,order_date,company_id,customer_id,product_id,units
81,2024-05-05,39,155,500,32
82,2024-05-01,9,185,263,6
83,2024-02-28,7,173,694,35
84,2024-01-26,43,17,977,25
85,2024-01-21,23,69,835,5
86,2024-01-25,39,5,973,23
87,2024-05-01,46,58,102,21
88,2024-01-31,8,57,293,23
89,2024-04-29,21,100,631,23
90,2024-02-29,34,155,399,13
91,2024-02-03,13,1,119,29
92,2024-05-09,5,119,550,45
93,2024-01-16,11,150,832,18
94,2024-01-13,13,142,947,7
95,2024-05-18,47,189,913,42
96,2024-02-24,47,69,493,22
97,2024-01-22,41,166,115,46
98,2024-05-02,3,158,795,35
99,2024-03-22,19,163,443,46
100,2024-05-11,41,187,922,16
101,2024-03-02,12,163,612,5
102,2024-02-27,2,0,866,35
103,2024-05-04,35,70,85,41
104,2024-01-10,46,87,879,44
105,2024-01-07,20,51,293,46
106,2024-01-14,39,13,693,50
107,2024-03-07,12,33,186,9
108,2024-04-04,8,0,515,46
109,2024-03-14,0,50,821,28
110,2024-01-31,8,177,221,26
111,2024-02-23,45,79,643,22
112,2024-03-25,2,62,639,4
113,2024-04-22,34,93,696,25
114,2024-05-02,0,175,157,10
115,2024-05-11,6,57,919,31
116,2024-05-15,35,25,906,8
117,2024-02-01,14,36,977,19
118,2024-04-09,6,140,160,37
119,2024-01-12,4,191,729,25
120,2024-03-27,21,179,459,37
121,2024-04-11,40,123,688,46
122,2024-04-12,9,195,854,49
123,2024-04-20,31,83,319,36
124,2024-02-28,39,86,722,28
125,2024-03-09,3,105,64,31
126,2024-03-19,22,122,789,44
127,2024-04-30,46,110,268,46
128,2024-02-12,48,51,692,43
129,2024-04-22,27,135,132,21
130,2024-04-27,36,20,732,39
131,2024-05-03,7,40,465,22
132,2024-01-05,0,30,912,23
133,2024-05-04,39,25,666,36
134,2024-04-22,12,29,206,43
135,2024-02-22,26,91,612,26
136,2024-04-13,11,63,336,1
137,2024-03-17,3,1,473,47
138,2024-04-26,8,185,291,37
139,2024-03-05,13,159,994,31
140,2024-02-08,12,28,852,2
141,2024-02-15,0,104,221,43
142,2024-04-24,45,82,38,28
143,2024-04-01,17,164,306,8
144,2024-03-15,18,76,777,14
145,2024-05-10,1,63,943,47
146,2024-03-07,21,153,891,25
147,2024-03-21,21,155,232,19
148,2024-04-15,36,5,798,30
149,2024-02-01,21,177,60,9
150,2024-01-30,37,95,941,12
151,2024-01-19,7,122,880,25
152,2024-03-10,48,54,309,27
153,2024-03-16,38,56,977,48
154,2024-02-13,10,23,659,39
155,2024-01-06,21,21,301,46
156,2024-04-05,8,5,131,40
157,2024-02-19,39,24,54,34
158,2024-01-18,48,197,8,34
159,2024-03-01,23,113,108,20
160,2024-04-28,7,171,11,8
161,2024-04-22,39,43,503,36
162,2024-05-14,40,89,371,9
163,2024-03-11,3,157,374,3
164,2024-01-25,2,180,823,14
165,2024-04-14,18,131,968,48
166,2024-03-21,31,58,838,41
167,2024-01-01,22,25,363,35
168,2024-01-14,35,114,342,25
169,2024-03-30,44,16,203,20
170,2024-04-08,10,18,899,18
171,2024-03-09,31,161,612,32
172,2024-05-14,42,173,206,37
173,2024-05-14,36,0,342,1
174,2024-01-21,21,169,315,24
175,2024-04-15,35,168,530,22
176,2024-04-13,40,91,520,44
177,2024-01-19,12,10,910,36
178,2024-04-10,31,171,27,20
179,2024-03-31,47,71,307,31
180,2024-04-25,30,55,554,49
181,2024-05-05,44,106,746,2
182,2024-02-23,20,172,424,36
183,2024-01-18,41,1,282,2
184,2024-04-04,44,23,75,22
185,2024-01-09,30,66,438,33
186,2024-04-18,39,41,255,50
187,2024-04-19,26,175,113,20
188,2024-05-10,48,35,669,38
189,2024-05-03,23,16,433,22
190,2024-02-13,38,45,813,11
191,2024-03-01,1,109,744,25
192,2024-04-09,49,8,520,44
193,2024-05-03,48,187,345,44
194,2024-03-25,20,69,554,19
195,2024-02-16,36,1,517,33
196,2024-01-19,8,109,269,26
197,2024-03-10,36,27,802,36
198,2024-02-08,39,99,997,8
199,2024-01-20,24,177,99,29
200,2024-04-24,33,36,923,37
201,2024-04-01,33,91,677,1
202,2024-01-07,28,93,799,37
203,2024-05-13,28,4,252,9
204,2024-03-06,41,134,949,28
205,2024-01-12,47,138,751,36
206,2024-01-23,47,162,989,14
207,2024-02-17,43,42,110,15
208,2024-03-26,49,117,130,46
209,2024-02-14,19,183,479,18
210,2024-04-28,42,97,11,46
211,2024-04-08,22,0,356,31
212,2024-01-26,25,183,433,40
213,2024-03-14,39,141,467,10
214,2024-04-19,1,69,474,37
215,2024-02-06,46,158,536,11
216,2024-02-13,48,191,800,36
217,2024-04-16,25,30,713,7
218,2024-01-22,39,170,725,19
219,2024-03-07,32,175,341,15
220,2024-02-01,28,120,518,31
221,2024-03-10,36,21,793,15
222,2024-04-26,0,80,285,23
223,2024-01-03,38,142,184,20
224,2024-04-26,46,85,921,10
225,2024-05-03,46,117,960,41
226,2024-01-05,16,109,747,49
227,2024-02-24,22,98,188,36
228,2024-02-09,26,75,468,16
229,2024-03-23,45,92,819,1
230,2024-05-04,32,152,760,39
231,2024-02-18,40,21,392,4
232,2024-01-11,42,184,260,14
233,2024-01-19,47,16,974,19
234,2024-04-24,28,76,30,4
235,2024-01-12,14,121,342,45
236,2024-04-13,14,33,558,33
237,2024-04-27,24,123,526,5
238,2024-04-07,40,75,860,19
239,2024-03-05,14,7,551,49
240,2024-04-11,19,175,278,45
241,2024-05-07,23,122,350,11
242,2024-04-24,32,197,186,22
243,2024-01-07,40,151,472,34
244,2024-03-10,49,120,491,37
245,2024-03-30,19,70,147,48
246,2024-01-17,41,108,467,19
247,2024-01-06,28,163,247,15
248,2024-04-05,7,18,49,44
249,2024-02-02,0,162,932,25
250,2024-05-13,21,139,665,6
251,2024-03-02,29,109,956,33
252,2024-01-19,15,57,522,16
253,2024-02-01,25,54,262,19
254,2024-02-29,5,176,526,34
255,2024-01-05,3,88,167,10
256,2024-03-04,15,142,342,30
257,2024-05-17,47,127,173,3
258,2024-01-02,1,146,619,32
259,2024-04-26,45,50,31,36
260,2024-04-23,25,160,896,7
261,2024-02-11,37,52,75,32
262,2024-01-11,8,176,14,20
263,2024-04-07,13,169,264,21
264,2024-04-29,29,133,171,39
265,2024-01-27,10,11,365,7
266,2024-03-07,44,43,705,7
267,2024-03-03,30,84,680,18
268,2024-05-04,49,177,95,12
269,2024-05-06,45,101,364,4
270,2024-02-18,23,8,211,48
271,2024-02-01,2,145,701,33
272,2024-03-22,2,79,773,27
273,2024-03-21,16,148,956,32
274,2024-04-15,11,112,839,19
275,2024-03-14,3,40,141,16
276,2024-02-06,38,74,61,8
277,2024-05-09,17,176,506,43
278,2024-05-09,49,121,198,12
279,2024-02-29,16,176,242,8
280,2024-01-30,18,97,372,19
281,2024-02-13,18,186,802,46
282,2024-04-21,15,133,541,30
283,2024-01-29,46,161,202,27
284,2024-04-30,27,57,617,8
285,2024-04-15,40,181,753,46
286,2024-01-30,6,49,665,23
287,2024-05-11,3,0,894,3
288,2024-04-22,43,124,565,42
289,2024-04-14,23,135,240,32
290,2024-05-11,21,74,468,33
291,2024-02-15,33,181,729,32
292,2024-03-29,4,179,497,42
293,2024-04-07,44,177,837,12
294,2024-01-27,28,100,141,50
295,2024-04-13,7,184,796,14
296,2024-01-25,28,135,421,14
297,2024-04-23,27,35,429,10
298,2024-01-15,10,65,724,26
299,2024-03-29,19,96,395,15
300,2024-05-19,30,94,785,2
301,2024-01-23,44,190,608,49
302,2024-04-06,26,74,690,25
303,2024-03-14,20,52,695,1
304,2024-01-19,39,130,312,20
305,2024-05-19,30,128,61,43
306,2024-03-10,15,114,946,5
307,2024-03-05,10,82,469,17
308,2024-02-12,18,94,286,45
309,2024-05-05,38,120,994,2
310,2024-05-13,18,15,301,43
311,2024-01-04,48,157,321,38
312,2024-02-24,37,165,236,21
313,2024-03-24,19,91,83,38
314,2024-05-18,2,48,134,35
315,2024-03-13,28,45,425,3
316,2024-02-15,19,120,673,29
317,2024-05-16,12,7,29,4
318,2024-03-25,15,25,32,10
319,2024-04-11,44,93,692,46
320,2024-01-21,39,109,339,47
321,2024-03-27,49,176,28,15
322,2024-01-29,2,147,63,22
323,2024-05-05,6,195,372,32
324,2024-02-15,13,171,146,37
325,2024-01-26,17,107,197,40
326,2024-03-02,13,185,437,33
327,2024-03-04,14,22,580,40
328,2024-03-17,44,51,228,13
329,2024-03-21,17,179,236,11
330,2024-01-04,12,76,430,49
331,2024-05-05,40,5,546,38
332,2024-01-19,10,53,451,37
333,2024-02-13,43,193,53,47
334,2024-01-05,33,94,821,23
335,2024-05-12,10,42,804,46
336,2024-04-12,23,79,61,37
337,2024-03-14,30,61,955,9
338,2024-01-02,9,179,13,24
339,2024-01-16,0,158,589,48
340,2024-04-26,32,192,122,8
341,2024-01-01,18,158,887,16
342,2024-04-02,0,120,562,26
343,2024-05-15,1,184,465,10
344,2024-01-13,45,144,256,44
345,2024-01-15,11,94,911,42
346,2024-01-14,43,7,936,4
347,2024-03-19,44,74,403,29
348,2024-02-26,45,40,391,38
349,2024-02-26,18,187,83,18
350,2024-03-11,47,197,836,36
351,2024-01-22,13,85,892,44
352,2024-05-06,36,51,14,25
353,2024-04-08,2,197,253,15
354,2024-03-02,15,125,844,42
355,2024-03-26,11,34,465,2
356,2024-01-03,26,43,44,27
357,2024-01-15,0,148,450,18
358,2024-04-14,29,62,687,34
359,2024-04-29,7,25,625,39
360,2024-01-08,14,11,907,28
361,2024-02-22,19,4,652,42
362,2024-01-31,40,58,786,24
363,2024-01-13,39,78,926,33
364,2024-03-18,29,6,963,38
365,2024-01-30,13,73,839,39
366,2024-04-14,43,31,478,30
367,2024-02-08,8,191,997,44
368,2024-02-27,45,16,470,15
369,2024-02-15,44,29,77,10
370,2024-02-21,30,58,165,42
371,2024-02-26,46,31,71,28
372,2024-01-24,16,45,256,23
373,2024-01-25,42,14,152,13
374,2024-03-03,31,124,285,44
375,2024-02-26,8,51,988,7
376,2024-03-16,21,46,535,15
377,2024-04-29,42,61,810,18
378,2024-01-28,11,57,390,19
379,2024-03-21,6,150,513,10
380,2024-03-22,8,29,804,14
381,2024-04-24,11,127,664,36
382,2024-01-04,2,25,861,3
383,2024-05-18,15,39,449,22
384,2024-02-24,42,67,305,44
385,2024-03-27,19,119,498,16
386,2024-04-18,33,108,756,42
387,2024-05-16,37,58,539,20
388,2024-01-02,36,67,370,39
389,2024-03-29,28,34,100,45
390,2024-03-08,15,90,951,42
391,2024-03-28,31,153,631,31
392,2024-01-15,7,196,533,50
393,2024-01-04,44,101,404,43
394,2024-04-13,33,71,660,17
395,2024-02-21,32,17,343,6
396,2024-03-13,49,65,293,6
397,2024-04-17,18,157,289,16
398,2024-05-10,42,73,421,21
399,2024-05-16,37,89,957,17
400,2024-01-20,11,183,844,7
401,2024-05-09,41,24,243,42
402,2024-01-24,21,54,392,32
403,2024-04-03,28,182,690,21
404,2024-04-19,35,166,964,35
405,2024-01-02,3,161,578,45
406,2024-02-22,17,31,466,16
407,2024-01-07,32,193,766,40
408,2024-02-12,16,140,704,49
409,2024-03-05,17,111,346,13
410,2024-05-04,9,48,572,17
411,2024-02-14,27,70,881,25
412,2024-05-01,6,197,966,18
413,2024-02-05,39,2,395,30
414,2024-04-24,0,181,312,35
415,2024-05-19,26,66,645,45
416,2024-02-11,9,187,214,21
417,2024-05-19,28,27,938,29
418,2024-02-06,28,47,473,35
419,2024-04-10,44,28,952,8
420,2024-02-23,32,134,846,37
421,2024-04-09,11,174,522,35
422,2024-05-17,26,71,798,39
423,2024-02-03,7,169,281,45
424,2024-04-21,5,70,254,38
425,2024-03-23,47,45,685,41
426,2024-04-03,30,105,831,1
427,2024-03-07,44,120,471,33
428,2024-01-31,9,168,417,24
429,2024-03-31,49,11,180,7
430,2024-02-12,40,36,509,34
431,2024-04-10,13,100,117,50
432,2024-01-02,9,48,7,47
433,2024-05-08,9,131,294,38
434,2024-01-14,13,180,296,20
435,2024-02-02,37,132,473,9
436,2024-01-22,33,172,448,8
437,2024-01-29,10,177,374,37
438,2024-03-27,22,94,843,50
439,2024-03-14,26,9,304,35
440,2024-04-09,26,91,48,23
441,2024-01-13,49,57,163,4
442,2024-01-28,22,151,887,20
443,2024-01-20,44,47,561,20
444,2024-05-07,35,77,268,5
445,2024-02-18,25,95,986,43
446,2024-03-02,45,155,786,18
447,2024-05-19,12,36,377,3
448,2024-05-19,12,147,14,32
449,2024-03-20,47,196,132,26
450,2024-03-02,10,39,245,14
451,2024-03-08,44,112,355,18
452,2024-05-16,20,50,91,29
453,2024-02-07,1,172,996,33
454,2024-01-16,13,189,95,3
455,2024-03-26,16,171,756,36
456,2024-05-16,24,106,186,48
457,2024-04-12,9,132,95,46
458,2024-02-06,45,79,775,17
459,2024-05-09,49,72,528,36
460,2024-01-10,16,76,731,5
461,2024-05-08,37,22,221,13
462,2024-04-06,47,80,876,18
463,2024-04-02,6,133,11,26
464,2024-03-08,5,189,682,5
465,2024-04-11,6,72,957,11
466,2024-02-18,36,165,356,7
467,2024-01-31,25,168,802,41
468,2024-02-08,7,152,378,15
469,2024-05-01,14,54,58,17
470,2024-02-28,14,83,818,28
471,2024-04-10,0,180,428,3
472,2024-03-08,25,92,72,44
473,2024-01-18,23,141,953,29
474,2024-01-14,47,80,186,32
475,2024-03-19,21,148,170,49
476,2024-01-04,16,168,446,33
477,2024-02-08,26,193,555,6
478,2024-05-01,5,197,728,48
479,2024-02-29,30,177,25,31
480,2024-01-17,41,19,806,33
481,2024-03-09,32,168,499,48
482,2024-04-25,1,140,972,42
483,2024-04-01,36,36,99,37
484,2024-05-17,29,7,449,47
485,2024-04-17,36,80,148,19
486,2024-03-28,7,134,542,38
487,2024-01-11,2,97,631,16
488,2024-05-07,45,163,998,36
489,2024-04-08,37,37,618,36
490,2024-03-28,40,86,436,3
491,2024-01-06,30,137,682,7
492,2024-01-19,8,60,528,29
493,2024-01-30,26,169,895,1
494,2024-05-11,46,9,877,25
495,2024-02-16,11,34,326,17
496,2024-01-12,24,191,22,6
497,2024-03-07,2,47,412,47
498,2024-05-02,0,118,462,47
499,2024-04-15,8,103,139,16
500,2024-03-08,49,35,118,37
501,2024-01-30,12,50,638,39
502,2024-05-17,26,65,694,25
503,2024-04-27,19,31,690,28
504,2024-05-02,45,187,307,5
505,2024-03-14,49,175,543,33
506,2024-03-16,45,134,613,17
507,2024-03-24,19,72,874,35
508,2024-02-18,33,29,940,8
509,2024-01-21,48,10,970,42
510,2024-02-04,17,126,70,13
511,2024-04-28,2,178,132,23
512,2024-01-25,9,93,531,21
513,2024-01-27,19,10,197,28
514,2024-02-14,12,120,715,9
515,2024-05-08,47,117,367,3
516,2024-02-01,17,172,865,10
517,2024-04-26,3,14,24,9
518,2024-04-22,46,140,463,18
519,2024-04-19,13,195,130,31
520,2024-03-12,42,185,210,50
521,2024-03-23,42,107,951,31
522,2024-05-14,21,6,493,4
523,2024-02-22,26,19,387,36
524,2024-03-22,41,93,687,37
525,2024-03-26,0,96,448,36
526,2024-01-14,22,78,555,31
527,2024-04-19,40,54,754,8
528,2024-04-30,31,192,848,3
529,2024-02-19,33,147,842,17
530,2024-04-28,23,30,603,30
531,2024-01-20,33,55,292,12
532,2024-04-10,36,91,157,15
533,2024-04-13,21,41,905,33
534,2024-01-19,24,102,646,41
535,2024-04-04,16,79,391,17
536,2024-04-21,20,23,350,44
537,2024-01-06,9,74,405,6
538,2024-05-17,29,190,170,46
539,2024-03-14,48,31,711,38
540,2024-04-04,5,138,613,14
541,2024-02-13,43,70,213,10
542,2024-04-21,16,157,669,14
543,2024-02-03,11,77,672,35
544,2024-03-13,4,45,921,36
545,2024-04-15,11,186,868,33
546,2024-03-09,38,31,138,32
547,2024-02-01,13,7,830,44
548,2024-01-29,1,115,983,13
549,2024-03-13,44,164,691,31
550,2024-05-17,6,12,374,32
551,2024-04-20,38,82,354,7
552,2024-05-05,42,37,209,37
553,2024-05-06,47,111,162,40
554,2024-02-12,29,166,520,5
555,2024-02-08,11,162,881,6
556,2024-02-10,0,151,672,32
557,2024-01-24,45,81,335,5
558,2024-03-20,6,194,897,33
559,2024-05-10,30,178,89,22
560,2024-05-12,10,47,33,1
561,2024-01-07,44,151,324,15
562,2024-01-18,19,77,190,40
563,2024-04-03,8,15,10,23
564,2024-04-26,27,178,447,18
565,2024-04-05,30,145,210,8
566,2024-04-06,47,67,205,44
567,2024-04-03,1,148,555,41
568,2024-03-25,25,8,43,43
569,2024-01-25,14,111,895,35
570,2024-02-07,11,116,190,9
571,2024-01-23,9,170,559,21
572,2024-01-17,44,24,197,5
573,2024-02-05,40,12,574,11
574,2024-04-10,15,147,381,6
575,2024-01-13,4,81,446,42
576,2024-03-16,21,89,667,3
577,2024-03-16,2,108,820,48
578,2024-03-04,13,48,558,46
579,2024-01-26,1,152,828,36
580,2024-04-12,48,69,530,18
581,2024-03-25,41,110,123,19
582,2024-03-04,20,118,508,34
583,2024-02-21,2,40,736,36
584,2024-02-24,28,44,381,47
585,2024-05-11,14,180,147,26
586,2024-05-06,29,188,335,18
587,2024-03-11,8,153,201,8
588,2024-05-15,38,27,130,29
589,2024-04-16,49,123,949,25
590,2024-04-06,23,89,626,15
591,2024-03-13,14,154,751,10
592,2024-03-20,34,178,924,32
593,2024-05-14,10,98,669,5
594,2024-03-14,36,151,529,47
595,2024-02-03,2,153,453,16
596,2024-05-05,39,178,985,1
597,2024-01-03,43,100,801,27
598,2024-02-20,3,95,621,34
599,2024-01-20,47,62,443,20
600,2024-03-23,27,103,738,7
601,2024-01-26,0,3,537,39
602,2024-04-11,46,18,572,13
603,2024-03-26,40,120,921,48
604,2024-03-13,48,2,563,47
605,2024-04-26,47,52,621,5
606,2024-03-27,13,1,464,34
607,2024-01-02,18,45,264,22
608,2024-03-03,2,116,36,50
609,2024-05-15,47,80,26,14
610,2024-01-04,44,33,917,38
611,2024-01-30,13,196,828,42
612,2024-05-13,2,72,708,50
613,2024-04-27,29,188,215,45
614,2024-02-02,40,66,671,21
615,2024-03-27,15,50,795,2
616,2024-01-11,38,137,486,5
617,2024-03-08,40,121,362,23
618,2024-03-11,47,64,388,43
619,2024-02-08,6,27,693,46
620,2024-02-29,24,13,276,50
621,2024-01-20,16,90,685,24
622,2024-03-01,25,8,831,5
623,2024-04-22,36,52,554,9
624,2024-01-03,39,157,801,19
625,2024-05-14,38,69,0,16
626,2024-04-09,23,134,966,25
627,2024-04-11,25,100,520,17
628,2024-02-18,15,98,81,4
629,2024-02-12,23,122,562,17
630,2024-03-14,39,179,590,33
631,2024-03-28,25,9,647,44
632,2024-03-14,6,102,790,29
633,2024-04-11,7,115,148,44
634,2024-01-06,40,23,596,49
635,2024-01-14,17,122,939,35
636,2024-05-05,40,98,667,37
637,2024-03-19,21,191,387,35
638,2024-02-18,45,131,323,26
639,2024-02-14,23,198,941,39
640,2024-02-29,24,11,961,25
641,2024-02-16,0,103,787,34
642,2024-01-27,0,51,370,4
643,2024-05-05,13,54,742,40
644,2024-03-22,38,33,46,2
645,2024-02-05,7,76,656,30
646,2024-02-11,2,152,33,29
647,2024-04-30,29,151,862,13
648,2024-04-09,37,180,924,21
649,2024-04-03,9,161,102,32
650,2024-03-22,27,92,702,34
651,2024-02-21,14,55,9,32
652,2024-05-15,19,106,609,42
653,2024-03-16,10,2,515,5
654,2024-01-24,11,55,989,46
655,2024-03-12,5,28,983,23
656,2024-05-01,3,63,12,34
657,2024-01-16,1,186,221,29
658,2024-01-15,35,198,593,47
659,2024-01-30,46,35,708,35
660,2024-01-09,14,127,472,21
661,2024-03-05,34,10,278,20
662,2024-04-02,46,154,524,33
663,2024-02-08,45,125,937,44
664,2024-02-04,8,131,904,29
665,2024-03-16,30,103,11,24
666,2024-04-11,27,147,277,39
667,2024-01-21,42,41,725,4
668,2024-01-23,7,143,991,1
669,2024-02-15,8,24,458,8
670,2024-02-14,38,45,374,45
671,2024-05-01,9,145,346,20
672,2024-02-16,40,17,554,40
673,2024-05-13,10,180,245,43
674,2024-04-16,48,64,275,43
675,2024-05-05,9,28,361,36
676,2024-01-09,26,78,184,8
677,2024-05-02,37,103,627,47
678,2024-04-15,1,139,366,12
679,2024-03-10,48,87,265,34
680,2024-03-11,11,9,922,5
681,2024-05-02,0,45,488,9
682,2024-01-21,27,16,711,25
683,2024-03-22,12,14,392,12
684,2024-01-24,4,58,509,23
685,2024-04-21,17,150,554,26
686,2024-01-27,40,84,894,3
687,2024-04-27,24,21,700,32
688,2024-01-13,45,18,536,41
689,2024-05-05,29,114,50,47
690,2024-01-02,44,29,587,38
691,2024-03-11,25,170,216,13
692,2024-04-01,41,107,264,32
693,2024-05-01,22,21,560,26
694,2024-02-04,18,129,829,36
695,2024-01-06,20,65,97,39
696,2024-03-18,19,19,119,41
697,2024-04-15,6,55,191,38
698,2024-01-15,24,58,241,42
699,2024-03-17,21,93,842,50
700,2024-05-02,3,33,568,6
701,2024-02-21,38,4,228,35
702,2024-01-05,19,34,984,44
703,2024-05-17,31,52,494,38
704,2024-03-04,13,63,251,14
705,2024-04-29,4,74,743,36
706,2024-03-08,33,189,539,8
707,2024-05-04,14,9,574,40
708,2024-01-22,30,141,996,8
709,2024-01-02,28,107,846,39
710,2024-01-04,38,165,686,36
711,2024-03-18,43,31,336,41
712,2024-04-08,23,37,414,22
713,2024-02-17,6,169,470,20
714,2024-04-30,13,69,931,26
715,2024-02-09,29,42,699,12
716,2024-05-16,48,181,27,3
717,2024-02-13,44,0,326,17
718,2024-04-14,14,28,201,4
719,2024-02-21,31,145,553,40
720,2024-01-23,9,197,177,29
721,2024-02-29,11,60,686,28
722,2024-02-10,38,168,683,26
723,2024-04-15,19,77,278,17
724,2024-05-17,32,120,391,18
725,2024-04-07,30,154,732,46
726,2024-01-31,39,55,111,50
727,2024-05-03,22,44,266,16
728,2024-03-18,49,43,96,40
729,2024-03-19,17,161,103,10
730,2024-05-19,9,185,51,27
731,2024-01-26,20,161,303,7
732,2024-01-01,45,92,377,45
733,2024-03-10,39,186,229,18
734,2024-05-02,46,103,292,47
735,2024-05-13,0,127,295,34
736,2024-02-10,13,135,268,45
737,2024-04-23,8,110,814,7
738,2024-04-30,25,171,144,4
739,2024-02-05,2,65,152,46
740,2024-01-30,31,52,33,26
741,2024-04-28,19,3,435,5
742,2024-02-21,48,18,715,15
743,2024-01-08,40,51,213,21
744,2024-02-26,20,138,338,11
745,2024-03-22,42,2,190,45
746,2024-04-24,11,72,727,41
747,2024-02-11,19,189,137,48
748,2024-02-03,48,95,704,15
749,2024-04-30,43,59,752,2
750,2024-01-24,11,69,258,27
751,2024-05-02,48,168,183,50
752,2024-02-25,36,35,405,15
753,2024-04-04,23,174,438,18
754,2024-05-12,14,44,715,8
755,2024-01-16,0,70,52,4
756,2024-03-24,27,106,223,1
757,2024-03-14,45,137,235,28
758,2024-01-13,25,2,45,43
759,2024-01-04,1,181,815,19
760,2024-01-03,33,70,550,38
761,2024-04-08,45,102,371,48
762,2024-01-23,9,162,651,12
763,2024-04-17,11,12,238,27
764,2024-02-14,9,27,858,2
765,2024-01-06,20,122,709,10
766,2024-01-21,8,26,900,32
767,2024-01-19,3,104,437,34
768,2024-03-02,22,178,395,44
769,2024-01-17,6,63,279,24
770,2024-02-10,8,156,332,34
771,2024-04-14,22,80,294,21
772,2024-03-04,26,135,765,23
773,2024-02-09,21,174,847,49
774,2024-01-11,20,106,532,42
775,2024-01-16,41,133,704,23
776,2024-01-20,31,103,403,35
777,2024-02-27,22,185,754,8
778,2024-01-20,45,172,996,37
779,2024-01-31,8,53,342,1
780,2024-05-11,0,95,30,6
781,2024-03-13,47,17,324,32
782,2024-04-24,32,81,446,47
783,2024-03-24,41,46,672,9
784,2024-05-01,8,13,318,48
785,2024-05-18,3,134,80,42
786,2024-01-20,11,6,935,42
787,2024-01-18,0,52,787,20
788,2024-03-27,45,15,432,21
789,2024-03-20,22,155,407,28
790,2024-01-27,9,7,767,31
791,2024-02-13,37,139,964,10
792,2024-02-09,11,198,592,4
793,2024-04-02,25,10,111,10
794,2024-02-27,27,190,524,44
795,2024-04-01,24,33,538,49
796,2024-01-21,15,68,418,11
797,2024-01-20,49,166,975,3
798,2024-03-15,8,133,803,30
799,2024-02-07,10,186,208,21
800,2024-04-04,37,36,373,36
801,2024-05-13,11,187,857,19
802,2024-04-27,8,175,424,47
803,2024-04-05,13,165,342,24
804,2024-05-02,19,162,717,35
805,2024-02-05,6,100,904,21
806,2024-04-18,3,182,288,16
807,2024-05-19,20,2,313,30
808,2024-02-06,28,178,330,38
809,2024-05-04,16,62,60,9
810,2024-01-22,0,32,497,36
811,2024-02-27,47,94,320,4
812,2024-02-24,40,123,284,34
813,2024-04-15,21,196,596,28
814,2024-02-10,46,102,148,12
815,2024-04-24,47,199,541,50
816,2024-05-11,7,100,7,41
817,2024-01-17,18,41,300,21
818,2024-04-07,32,170,308,39
819,2024-02-03,17,65,529,40
820,2024-05-02,43,128,237,12
